messages_author_id,threads_author_id
1239341,3486184
4011003,866337
3592448,3685956
133531,3606570
4024830,3730766
4192533,488094
3453196,2519149
3503773,3611412
3903016,4011901
3508036,3725091
3916314,4169904
3672213,3856534
168592,3697581
1396466,3625434
4064645,3888626
3891813,3801672
3588504,3724032
592540,3766488
27,270506
4023635,3555776
3664362,3458824
3693743,3591031
3686705,3985492
599299,3462591
4066324,612492
751647,2281187
4029346,3994334
3724231,3448016
196483,4130092
3447303,15546
4034885,458861
614977,3489812
3524631,3633881
3447208,3720256
3658076,3566346
512988,1988440
474868,1532856
3476082,3712815
1748103,3509902
3664589,3958600
163753,566238
3594699,3707218
3986197,3659967
3265404,3457227
3596912,3697119
3511851,3522659
3693743,3459512
2593410,3484027
3955684,3831951
4187340,4188943
548787,1165518
1125039,3646878
1475290,1591085
3619329,443670
3579080,3517366
83766,2660462
3449278,3707999
397656,86219
3588548,3562476
531158,458861
4232692,3500532
4167338,4156938
3893673,3894583
751647,2659822
3956486,3723592
644382,1353751
3852108,3831552
3782261,3877799
459521,351571
1108952,3607752
3474119,3605282
4054555,3640711
3685584,1282257
3675658,3765009
925697,1195854
3516430,3657466
3508036,3884936
3820269,3447779
3961237,3354057
2314936,2166945
3701979,4065170
4925,812652
1617446,2078162
2939329,94755
1030300,537022
2119113,3634090
3467079,3796056
2048847,1484917
62813,227662
3688224,4109416
3583224,3489320
4003718,3716040
3447781,2430234
660123,3493168
3940923,3615856
3666734,3584088
13514,3494832
766531,1110767
1305972,2178857
3516369,3876520
1539055,2018154
3592448,3629718
3450556,3622664
3929,2380592
3791756,3475734
3775172,3711090
3528043,3852231
2207595,3877847
3906114,16379
3503773,808512
3730732,3633836
3582301,3735521
3554140,3724740
127918,6246
1300343,1032965
3629820,3692226
3693743,953318
3672199,914840
3588504,44034
663659,3877820
3458942,3908785
3582813,3831578
2445240,3162645
3494203,3475058
621,133368
3503773,3579113
3448566,3729126
1902089,3483355
4004759,9347
3583240,3972651
3447781,3459769
601280,1176279
3323334,22253
881880,3646878
2908922,3446355
3510478,3979515
4925,1027251
518266,3475957
3602787,3471495
3692419,3619416
312810,1069764
4027987,3940208
217626,2427789
2412387,3805319
3512391,3558062
3804473,3766140
479914,3670794
821176,3785557
2284285,3448707
3773314,3786773
4066324,658397
3763064,3712430
3489867,3632799
3638940,3715621
4127226,3455117
548427,536137
3511002,3605400
3918756,4138212
3588548,3526384
3646428,3626149
4005430,3774607
3925628,161225
3840562,3844190
548787,1747485
5240,14913
3525422,3659143
3597305,3557615
3693743,2291981
3791756,854678
3693743,3585961
612451,3769138
2353102,163990
3562139,4003234
1747485,3490113
3834014,3663816
3505372,3473805
3701525,3669935
3467566,2464654
3652233,3634848
925697,3516757
3958152,3645946
4229010,3823238
2308890,149021
245132,2116979
3822525,4093053
3907899,3800467
357195,3687761
3831620,3831558
1267616,67509
4065002,3983321
516485,3765509
3552437,3478102
3745656,3617980
3795259,4079731
299,1830244
2345488,4175368
2220417,3334260
3521873,3886142
3745081,3514022
1036796,3578172
3693743,3495971
3561738,3554959
3595492,3610555
3872894,3656599
3762615,3796544
838779,3620518
3497171,1181345
217626,2612280
1639490,1454990
3582153,645211
3629846,3476753
4925,3517393
3629107,3939029
547795,3524518
3525457,2815549
3561031,3739496
547795,3458307
3483110,4143031
4079014,3842388
3623930,3677373
3708479,3699566
592540,3870600
4167658,3948199
3509981,3518580
3795259,3874163
3579539,3752754
3617491,3788592
3745656,3659499
3693743,212890
3865032,3596696
397656,626297
1047,3586865
3677174,3828630
973284,1717810
64050,384808
2353102,163990
3978115,1854451
3523197,3637032
3810552,3815393
3671412,1555776
3503773,3568373
3511002,3454849
1758832,2127689
3563050,3561500
4060524,3994375
2912237,3471076
2809909,3643579
2146656,3503773
3503617,3637073
3036993,50850
3693743,3378621
3504473,3558007
3462043,3698266
1512886,1343788
2724643,2096694
3518358,3454684
3308686,3656197
2924084,3479917
3516430,3512091
3489062,3512753
3503773,1748103
592540,687776
3617723,2046545
785243,1121165
3499926,2640968
3593926,1461873
3589245,3751369
3589647,3595392
3470819,256388
3842634,4060600
3301691,703701
2090095,482707
1747485,3447427
1057,790
3632406,3714415
3612288,1515072
2203691,2569269
189749,1065
925697,3662691
83766,4111081
3857903,4156210
3895184,3894893
592540,948901
3693743,1596159
3623008,3460979
3964520,3563760
3517061,3657019
3658082,3897893
4925,3501664
3849176,3783629
1068167,3264247
3830371,3749930
3663368,3701705
12518,3525528
3668447,3471232
581663,3512253
1144035,3481761
3465853,752481
3618118,3939365
4108430,4142631
879868,3566896
1968379,3564378
1018417,633790
3512930,3501332
3822751,3700234
3768607,1743397
614977,3570105
577314,3671780
898959,3517285
3693743,3639231
3722767,3783939
209797,3568972
3945025,3777374
1390501,3452901
459521,3600768
547795,2361369
1929458,847606
3616642,2337305
4238503,3985772
390005,731375
3513808,2293745
3707808,3922816
674570,1780843
153756,3446185
3634848,3554631
3616262,1607166
881880,1596159
163753,1957457
175443,3861880
57160,254070
41527,3612802
2204986,3451018
1415164,2242930
1046999,1206760
3944722,3510598
3616664,3481715
3555797,395601
357195,3744168
3511002,3754543
3597305,3952500
3555784,3463983
1219901,3604444
3834014,3460979
400,481984
3730283,3903239
4061054,3480935
4043749,3697898
405639,4168031
1157344,3591317
3577438,2510197
1377618,3468407
3575513,3525042
136028,388
2535562,1582189
197779,2653789
3820247,3830465
4260261,481984
3503600,3701014
4210886,3837103
3460671,3587285
821176,2380423
3474576,4118652
4104531,3603498
3584487,513636
2140737,2210136
3552706,3505329
3854567,3831060
356158,48523
625,610213
3946859,3864452
3770482,3754880
3730034,3678776
3953372,4001860
3560028,2995866
3860394,3865933
444527,1216444
4165067,3617951
916189,3587560
1959463,3492566
3865032,3591307
3579539,3798503
3474576,3928470
4229062,3772988
3798023,3738110
3768607,618748
1085765,3644929
1944861,3481442
4604,726769
3578380,3589074
2109739,1529284
3761151,3763146
1580361,3474187
4134294,3812958
751647,3850268
1459934,3460219
3456663,3757213
586865,3380360
4049899,3980412
3251026,3524581
4012137,2393597
3929,1981471
3686116,3908789
3852140,4075435
3460671,3525744
3503773,3972080
2375305,166300
3460671,3708049
3663883,3996115
3820232,3858992
95,3700555
4078287,3739942
4925,3960885
1068167,2124132
727570,3632289
3597305,3917071
3889276,3841349
1788852,703797
1216,4070330
3615959,3654783
881880,3919555
3491328,3484027
3684090,3890707
249955,1359607
3607810,2027831
3663725,3967352
3557359,3776802
2297149,606069
124606,277025
3633881,341881
3629846,1838750
878242,3469322
3471694,3705611
940614,3118
1644879,2946516
2662988,4201710
3789254,3742841
1108952,3581111
425126,3464875
547795,3040721
3525422,3709771
163753,2542695
197779,487384
443670,124606
3748998,3851883
4021227,3978624
498087,3832378
114427,3138810
3818712,3918907
1515072,3497441
3776931,3651764
1381352,3996217
3787515,4132474
3580457,3564619
881880,1672855
3652775,1701003
3579551,3524910
3568264,3672144
621,78075
671610,513966
3787515,4084576
3905857,3906013
3736589,3729188
4104971,3755761
683662,474868
2525844,251521
3618224,3661041
3359627,2295490
2210293,3514175
3810552,3876601
1898039,1134
3748671,4045125
3831783,3916699
3809129,3445636
3795259,4081842
4141533,3808403
3518358,3579693
2623157,1816432
3816283,3709113
543,530
3495731,781874
3693743,3877063
3453905,3634848
2433323,3814266
3949974,3781420
1133707,2186578
1147490,761890
2939329,3863907
516485,3888367
1478766,3693743
3588363,3600454
2345488,3473949
3693763,3486807
3666871,3612581
3768662,3628826
1396328,3486124
1251313,234534
1247072,779683
3795259,4112765
3787999,3620874
3500492,3460187
3693743,3591741
785243,3478916
3571041,3675271
3840456,3933954
2146266,614749
4157761,4117616
3654618,3771687
3516615,3495360
507978,513636
3680282,4052520
4097933,4140646
3704501,3761009
275419,3931861
3525041,3664202
1190820,3528764
3648695,3864105
1465005,3561406
625,652659
3636497,3641997
3458744,3563011
3768607,1941742
2263298,932033
3794204,3643465
3848177,4040676
821176,3515673
3472073,4090145
183350,4135105
141866,1676307
3581645,3556012
3622837,3632399
1396466,1434452
3830463,3912034
3454397,3619773
3693743,2059668
3947852,3789133
131143,179860
3457961,3498711
2178031,3822766
275419,3777194
3693743,2601541
3781716,3691219
3318137,634317
177,1620861
1013956,3642061
4035969,3758833
1459934,3787868
3467110,3680850
3664993,180287
3481143,3968396
5420,143
2351966,2084808
3693743,1477919
1320374,2711777
3503773,3805092
3634651,3733626
315472,273465
1975416,3314979
3648068,3590271
4054555,1173017
3667887,2704623
4260261,3331789
3511002,3577115
3919927,3900680
3488358,3504138
3961625,3944181
3845930,156953
27,278110
309016,3499359
6020,4019763
3489750,3688814
3694313,3448016
1801682,4206920
3634848,3695359
3868231,245600
2051780,1276156
3460067,303550
3639048,3483472
4035969,4105209
3870637,3679235
3451272,3740862
3493413,3553056
3936602,3738253
3917946,3954768
3460671,3461721
4147765,3583676
3476629,230836
3584864,3583763
3654531,2615012
1388032,3483553
216123,1814089
751974,460235
751647,1895086
3485092,3461695
3481214,3794407
616521,1985544
2334296,3729219
3503773,3458271
1396466,1407657
3619329,3617485
3579869,3624744
3445950,3466146
3693743,3473432
1748103,3729916
3601260,3730678
547795,373389
256388,3477932
3464993,3506755
3730399,3706406
3641310,3673048
163753,3236055
2781434,2031621
821176,3557341
3693743,3569343
2442408,2542695
3589245,3757213
686193,955150
163753,1095903
4060837,3938328
3817312,3516372
163753,2202805
64050,3684989
548787,245132
4017271,3940781
3810019,3723426
385788,3456690
3846154,4001483
3693743,3452901
599299,474868
2711777,3613464
3456847,4139248
3693743,1695331
3490246,2847388
3684969,3683846
2373510,2244630
3462451,492232
3778895,3448067
3835463,3825690
3775356,3674552
1485879,593448
3932672,3484913
1468728,1106992
3473771,3556706
3491971,3595133
4147765,3442542
3560615,3518717
3451033,1216444
2270268,3454910
1710608,3759330
4147227,4084819
599299,3569857
1140,617975
3526384,3521845
3586550,3460979
236678,171142
1661046,1005333
3484167,4087586
3650106,3788928
4136978,2085254
3929,2258305
2012763,3590222
3860220,3695618
3322917,3946128
3648695,3789133
3581121,3681747
3552706,3849287
3633881,3728171
3616338,606701
653026,3761462
4194858,4106928
3621191,3732080
3848330,4053852
644382,1528871
3509772,3447704
2216901,961267
3891813,3978580
3618198,3516437
1162380,3675590
592540,2342813
3674571,3873140
1439647,761890
700399,1743397
3760735,3658322
3447510,2259012
3590596,243116
3610972,3732328
1465747,3652265
177871,2419470
3936799,3475734
1384451,230333
283128,946
390005,3662583
4162771,3804671
31271,126324
3884892,3956908
785243,3627477
3511002,3559899
3557359,3836680
625,139845
751647,3040721
129407,1488560
3804681,3757213
801119,1857684
3801052,3731798
3668577,3497888
171886,1899635
1125039,3456873
2022636,3730671
199738,4
143,938271
5420,360058
282136,474868
3693743,3505708
3451140,3482814
247818,423924
552090,3472787
6177,3513795
1226119,3673053
3959360,803607
1059907,3029764
3692781,3624599
3945513,3733946
236678,6792
1769919,2105580
3693743,2765775
172514,3579902
197779,3557288
2308890,374584
592540,3685742
990145,3520005
4066324,689855
3822525,4199408
3557359,3626329
3770947,3922933
2762097,3523323
3787808,4146233
1659382,1568561
4098944,4070500
2308890,3745060
2433787,3880075
3519711,3569636
3511851,3520321
592540,1131134
388143,3586128
928117,3475734
131143,15018
3510478,3495640
1639426,90731
3529126,3612288
3328308,4115664
1902089,135223
3486494,3512661
3621191,3955002
313472,3109051
3642145,3885939
3581732,3646087
3607810,2316216
3986304,3506583
3728922,3604572
244620,316681
3693743,2522810
3373896,2555947
2012763,4133028
3763105,279458
3561031,3605363
3504723,2156406
3644432,3756181
3484000,3949974
745314,951028
4130357,3965356
217626,3467733
179065,3655418
3591232,3863962
576596,3452613
3598474,3651462
625,257
4106928,4168419
2969,3475408
3503773,3556418
1811179,3471993
3481220,3732105
2109739,3593867
3484167,3664202
14117,1777204
3693743,3452540
3615354,1327673
3843765,3564234
3848330,3448566
13852,260728
3447510,3458206
2495371,3823946
3669300,1281613
3664362,3638543
64050,4195918
551378,3446178
3827823,3957499
3768607,2113690
3693743,3465135
3710847,3987175
3552437,3175351
41527,3567378
3786447,3622820
3658810,3673907
3968851,3878536
3642910,1899635
2501727,3470025
3476456,3781457
279458,3940059
3748387,3567246
3681457,3587285
3560615,3634848
3694698,3822879
3706098,3660266
686193,705093
34385,172275
1923154,3378621
928117,3634848
13655,3452741
2656017,2354338
3473252,807884
531158,1014822
163753,3455164
3479931,572239
4194053,3705298
3793605,3755343
3955169,3660463
165842,692
3489750,3659588
3692416,3713327
4025605,4102005
17660,3500437
3938391,3766815
3564819,3513432
1726374,1387689
662601,2266384
3810059,4029368
3448855,2429929
3508036,4096666
3621829,3759625
3608865,3480561
3636717,3608862
3809129,3927592
3518358,3560678
3718613,3728523
763915,2483582
3469001,3950624
425126,3499453
3686520,145926
3622332,3844592
4170291,3512661
2261991,3608743
3492293,3666645
425126,481984
1247072,3593815
4035969,3655710
2939329,3757213
474415,524379
400311,3496849
3890539,1578378
3619001,3603317
674570,947084
1975416,3451031
3589245,3757213
3514081,2602383
3474319,3606526
3721005,4050074
3640661,3492879
3724957,3790574
3467051,2787296
3460671,1413071
3693743,2248017
3693743,196652
2644552,3467359
3465181,3731996
3826271,3629183
3446376,3517012
3642145,3760155
4157519,4198473
1257194,2872486
516485,3528764
3898961,3881723
328348,967881
3822525,3951830
3516543,3729895
547795,2342813
592540,3958600
3719414,3606820
3883396,3862185
662638,3468770
3609769,3763506
3794942,3932968
3465181,3597956
3664792,3767283
3517012,3583262
390005,2542695
2109739,3503773
3820079,3588047
3833172,677554
3721005,3762337
134439,2282721
154638,961986
3758815,3227680
4223264,3917861
139217,2018154
3693743,3830263
6865,566889
1861684,1068167
3710474,3618887
3602101,3794683
4054555,3251446
70827,923226
696601,1652726
2406,3568571
2711777,3732600
3994050,4103471
1906017,1739616
143,148914
3700360,3215248
3727083,3727239
516485,1181345
3693743,3501664
934753,679145
4023635,3835023
3601996,3486026
3763132,2269037
279458,3958098
3468872,4204405
2109739,1698717
3904562,2143233
5326,2087429
3694236,3603108
3961607,3839085
512988,2123598
3621372,3930352
3730462,3476057
3748954,3648454
3751865,1863877
1769919,3453581
3552908,3583454
3953068,3476767
4127226,304451
163753,1647206
3588308,3756915
1384451,3526115
3447510,3506019
3450737,608190
2501922,3470824
888049,1331429
3746845,4032628
169628,3571403
400,3824916
3457336,849
1484917,3652073
3782576,3813864
3746845,3716673
3630401,1792003
2607,449195
3819885,3508830
3768607,2609347
3809129,3968774
3641310,3633179
131143,3652775
480266,1906006
548787,189352
4026400,1926632
3686705,3704501
2722190,4022724
700399,3463517
143,3501994
4016998,3563015
2644552,3484027
321346,298438
2109739,1745492
3693743,516690
3608539,3824615
3554237,3687753
3950283,3705380
1458171,3634848
3821479,4132185
3733504,1040525
4184853,3843108
3771756,3760526
3842598,3888873
2146656,3525680
729363,3648875
3629977,4023159
4066324,3634848
3703292,3660427
2925365,3589611
4925,3519660
279458,4166720
3900035,3692015
635050,845011
143,13696
1100325,3508777
2270268,2118743
3805008,3784230
3953299,3337823
1336056,2308890
328047,281722
22328,3480284
3839541,3969163
2656017,347662
4034612,4062615
2069341,3320137
1729605,50850
2412387,3741317
3688224,3955039
107084,1698468
3795259,3831893
3489750,3558233
68,1271997
3637961,3559456
2109739,3603425
763915,3553703
923769,2646079
3516430,3683002
3277425,3856085
357195,3498040
3301691,3663606
3574946,3654363
3525813,3555833
3994050,3885692
139217,1216444
3649664,911578
3518923,3789086
3680724,1590284
2596708,3455469
3818183,3505708
1477770,683005
1315182,3525003
1006610,724799
2963567,3909491
618748,853179
3664362,3722096
548787,131143
247818,3612787
3950283,3729412
134249,7776
3631252,3632857
881880,3473129
3921400,4006013
2580225,3732064
3952148,3720714
3950283,6561
751647,109702
4035969,3474271
3723449,3719992
795502,807884
3778462,3554820
761082,4188938
3687837,773040
3751859,3717134
3577438,3580448
3673133,3798508
425126,3634627
993598,3525744
3580169,3629262
3888829,3770162
3503773,3563802
2291391,3300236
2263424,3416321
697852,3622837
3503773,3864147
576596,3562842
3834014,606701
3652775,271148
3610131,3676143
2729788,3587259
3514022,3610095
3450401,3515768
1870720,2380423
3475670,3464114
3694710,4025964
3826883,220763
3901767,3881008
1487504,1893673
3835475,3700889
3596307,3527000
3845025,3870682
3587760,194383
2308890,3175274
3182373,3480337
3771756,3796179
881880,1926632
1617446,1167113
3771756,3685516
749411,2989250
751647,3470045
50850,3597835
34385,136427
4051617,3483630
3669542,3526743
359887,3662852
2495371,3716991
3693743,616909
3563044,3592887
3503773,3818632
3695266,673893
3646867,3456955
1669159,3468975
3489750,3597406
3519115,4023635
3910124,3788035
3552129,557215
3757691,3787880
635050,871903
253521,3476795
1396466,3489547
3876796,3971333
19210,3787866
3481577,3893390
2339100,3476112
3638719,3508830
3745081,3950925
1114103,290259
3476586,3664580
3465667,703797
12518,3729466
4015696,4037911
864570,3586539
3611558,3768441
3681851,3688569
2088249,1131281
592540,3929439
3735176,4079790
3449278,3587291
177,303
3961387,3698136
201147,2262213
392495,503117
4066510,3790740
4925,3562358
1216293,4342
3991549,3606098
3662205,3595021
3795943,4124813
1320374,3646878
727570,4069928
3806922,4046980
2537066,3563397
3622058,3625434
3929,161225
592540,3643579
348576,3483398
3693743,519507
217626,3450933
1318676,872459
3671738,3622013
3570630,3570010
3693743,1788801
591474,696674
4054555,3919378
3823710,4065752
652,1371249
163753,609162
3447002,3572447
3693743,1516988
3748977,3809902
1411599,3619416
3460791,3463090
872459,3923765
727570,3665489
1726786,3015355
1247072,3479205
895488,3458438
3660125,3664798
4116304,3475672
2442408,2496337
3519062,3911590
3771720,3823328
3449340,38918
3508350,3897127
2180186,3642991
1010054,32455
3926822,4040209
3511020,3717351
975217,2024756
3642145,3572509
1058235,415471
3476325,3472075
881880,3712599
925697,3467689
3519026,3830314
131143,3811293
2186236,1634179
4166841,4134855
547795,3450285
2617775,3448472
272178,3598003
3929,3558371
397656,1840394
3929,1966046
131143,1559553
3899623,3887223
3470461,521588
1075192,2161199
3447067,4175914
3839862,3662852
1048845,3679927
27,949797
1084,3509139
4081515,3917238
3510478,697252
3643382,3713442
393756,3688475
3961387,3902778
3815372,3510478
3809129,4077201
365,193308
1873688,3029764
3693743,3698327
221639,147725
18672,1672717
32405,998509
3373400,1126443
3993084,4184844
3695586,723569
3723544,3454908
881880,2185408
3784159,4057676
3839134,3841903
3619329,3494284
4034885,1407643
3980910,3511509
543,180828
3492293,781874
3470461,666874
1295819,3576455
1903696,4925
4116304,2174323
3787515,3893513
3516625,3948546
3471694,3645946
3462043,3773721
3605326,3635405
3451140,1910824
2442408,3458101
3615919,3649241
3445948,3467412
2120732,1285291
3587280,3682204
474868,216526
3491799,3690541
3503773,2487580
3554678,3747677
928117,3455033
3454744,2656017
3489750,3641088
3590255,3683773
3658574,3658580
1915607,238526
2969,3468466
4015145,3648257
2939329,1498497
1489105,45336
400,2470693
1097265,3527032
3809129,3920545
3795259,4061023
3693743,3486376
3848794,3878566
3822525,3975838
3503773,3929356
3693743,3643726
247474,882834
2266384,299662
3458741,3465152
1384451,3468261
3649500,3824307
4163109,4171863
1525146,2510494
3714382,3774999
3979891,4002672
3809129,4014183
4012588,3813404
844914,3490480
3648695,3746022
13655,3529140
547,627643
3481125,4143904
3757794,3629732
64050,3813578
397656,3457891
3894529,3898574
3646773,3678171
2270268,2760887
3680878,3792554
3805008,4034202
3460517,2352537
3592313,3621866
4236057,3698431
4139584,3906105
3719414,3741479
3714083,3804795
3472917,4093560
3573101,322920
1748103,425128
3722805,3642436
142465,1199642
3693743,3883183
3809129,4147687
3695586,4149517
745314,3269402
1617446,2418533
3742734,3806857
3640544,3484001
3931939,3700490
3931853,1001872
425126,2202764
3228589,287699
3589245,94755
330951,1095458
3450556,3495584
3453667,913893
3301691,3553991
2939329,3820211
881880,3488190
3502177,238526
3495996,3951610
3265404,2361369
44034,3929
3929,1939599
1801817,2514430
1748103,3584973
3521873,3858579
3523927,3515120
2345488,3820955
3503773,3603942
3449910,3698028
275419,3516335
3693743,2281595
3625194,3623570
1906017,2269373
618748,3609691
2495371,3570644
3679517,4007358
17660,3475157
3583140,3650917
3605069,3873901
3932672,3733946
3301691,4024670
348576,3751930
3464152,3554015
4060524,3769538
163753,363374
4031186,3985061
3749308,3745856
3486903,3557951
3496726,3587380
3740255,3940599
3508371,3577863
973079,3460358
3798899,4085779
2203691,871445
3868231,4021945
400311,3503773
90578,327056
27,1736051
2579498,3457558
3815372,1596159
3814635,4041880
63728,3639693
1125039,843300
3629846,3573505
3862549,4005391
1769919,2318251
3582301,4124929
4035969,3594797
770705,3576124
592540,1718556
3829594,3469388
3768607,3453673
3516589,3522667
4130357,3891813
3454942,3673369
3597305,3689996
3693743,2597000
4034885,703797
3762157,3731481
3601260,3878556
4066324,1166479
3567504,3687326
2113622,3456918
183511,295135
751647,601739
2376328,1223305
3474119,3717328
32405,871445
1459934,1883709
3693743,3470991
3693743,3497566
1058952,3693496
711263,4140648
474868,193745
4170190,4190044
3810552,3954008
547795,3571482
3768607,94755
3771756,3575377
1846520,3889555
881880,4106026
3903016,3923801
3473266,535918
3686705,3940675
3628503,3748997
1465689,1696619
3754307,3277249
3768607,1522532
3560615,400083
3449278,2429341
3764734,3806905
3524930,3804859
547795,1032860
3503600,3823490
128665,2721136
4925,3817817
1164273,1162982
3576912,3821615
163990,776719
748309,3509933
3765490,3595678
168592,3449910
301742,921774
3794237,3952107
3682875,3791383
3790995,3500022
3471495,3939565
3693743,3205053
855659,2265349
3511002,3554510
1085765,4012153
3685874,1945398
3758634,3513485
2883467,2251570
4046566,3837751
3629846,3699063
347061,2393597
4034885,168592
881880,1871581
3822525,3812717
1815348,2527503
3881835,3556069
3277425,3916629
2146656,238526
3476082,3510266
3885428,3859712
821176,3832758
3789350,3632335
163753,1661952
3498573,3447779
5420,457005
3624233,3661630
3862549,3792620
195016,1293
3583224,2779445
1748103,3458540
3810552,4043656
3986860,3520082
3835475,4155133
727570,3880731
3617715,1895131
3637755,4123313
3503773,3661862
3451017,3641831
4117409,4115035
2434666,3462043
4078268,3777955
3989952,3922889
3516679,1689136
4193801,3667887
3998969,3947021
4034475,1471024
3572037,3520058
3573241,3797037
3677174,3491800
1716318,973166
2406,1906006
3583240,4080143
3629846,3695169
400311,3380923
689111,3617706
3476461,2662250
3744249,3572751
3597305,3956816
803063,581663
3770477,3798303
3968062,3779062
3739680,3994272
197779,3484949
3937517,3810138
175443,2945549
2506610,3662613
3511002,3634848
2109739,1068167
3707218,4132185
3837774,3778465
1390501,123377
3486903,3557951
3693743,3648070
3448466,3507051
4257960,3988648
3648484,276568
3826310,3696242
3373472,2295490
3029169,3474942
3552488,3679643
3560615,1274560
3567941,4096688
667211,1343788
12518,3565794
3817542,3794595
3816845,3887204
4154377,4185963
1459934,3702631
3630696,3582766
3492735,2233186
3795259,4145501
3634052,3863962
3569242,3806734
3693743,3454117
351909,1255456
143,245600
3918358,3960118
3898961,3955080
3693743,3917585
2769057,1081368
3795259,4163543
1459934,3223388
3636199,3636623
3783301,3882223
622,695462
3470684,1325371
3964139,3497486
4,312664
1696652,1615408
3684662,3887223
4046246,4122364
156467,3524731
3932672,3787050
3584538,4031880
3775932,3849828
2297857,3518633
480266,3653003
1195854,7680
2201361,1871633
3605893,3629846
3583011,3594802
3584372,3455867
14465,450960
3664362,3610095
592540,165574
3891813,3905122
536911,1206760
2711777,3854474
1405849,3491544
3562139,3920072
3476082,1396466
4130357,3509333
4178933,3828695
4129631,3487254
3764616,3754259
3748671,3995942
3997412,3990614
700399,3499845
2215471,3663079
1274887,761890
178859,3458006
1043,118442
682967,2380592
1057,513636
3669561,3681151
2912237,3905415
1459934,3455117
2263424,3466445
3768607,4027551
2073663,757851
2043458,1126443
3917071,3917331
1180027,3681457
3518473,3809468
558203,1218292
166733,1376317
3496244,3704675
3693743,3573135
3822525,4125437
3866756,699431
3640770,3726890
925697,50850
558203,761890
1002712,937260
592540,4091935
3748671,3488888
474868,193745
3501991,871445
3739185,4089195
3514022,3594997
3798316,3796063
4,94755
511886,355501
3692813,255732
4161485,4029950
3248143,2192230
3503020,3483674
3620449,3451502
3730648,3709952
3447353,65
3588548,3786132
3628979,3918033
3693743,1269975
3611111,3673266
3455026,3481643
1390501,2582253
3591727,3799051
3835285,4136276
3962848,3670910
23437,576657
928117,2623157
4202838,4021021
3555585,3619617
1231662,3568984
3664055,3656240
3693743,3452540
3696488,3646878
1247072,1269975
1300343,1048821
3493972,3466655
256376,565654
3663583,3892467
3503773,3609758
253521,3786603
351909,488780
1459934,3648155
3644027,3723736
215641,3499603
1525146,623434
3489750,3672342
22251,154991
3758936,3716614
3925628,3462043
3943904,3985837
3582301,644595
3660982,3718173
3966475,4056272
106919,422019
2542695,2078162
3957004,190185
3677174,4206133
968954,2043621
3819144,4113862
3697207,3873257
592540,3450334
3781605,3881723
143,3521116
4925,3553628
3454397,3688704
1771496,3554015
4078844,3622436
3476375,3758324
32405,1369396
3470591,3915453
4056913,3818895
3634848,3527793
785243,4050932
3559325,3571904
3485884,3519574
3516430,3454916
183350,878107
9403,3638234
618748,2864206
4925,3554558
2642754,3288072
3560615,3686604
1390501,3709565
4138007,3843529
4099611,4132822
3693743,2612717
3460400,3616572
2542695,3996217
4106278,4046338
3645251,3487375
740238,3501536
1384451,3506808
3581289,15546
3597835,3570297
256,1988223
2939329,3622760
3520115,3840127
3688082,1068167
3827823,3951248
727570,3455020
1133707,3260664
592540,245132
3585646,3777918
3529419,3480702
9403,3551379
762,1038572
3693743,378124
3772271,3683136
1520442,3554015
803063,496202
34854,658949
3637024,3748151
3480335,3481306
3455400,3461039
4,3904559
3560615,3509306
4062525,2815278
2495371,4038707
3805363,3475734
4236442,887101
3723544,3199237
175443,3601260
762,904363
3738930,156953
128963,3465013
3564374,3574623
901314,3478722
3768607,1617249
2623157,3475734
3951932,3819814
3842937,3787361
3787515,4031442
1275743,1866982
4147608,574073
3866644,3742734
1396466,3551695
1243163,4210852
3490246,3510577
1371249,3702680
64050,3515673
2146656,3465642
3786801,3646064
3583224,3485092
2406,1988440
3359723,3507692
1058952,2704623
3511002,2341635
3610021,3552891
2109739,3455857
649129,2335552
2308890,3653743
2268109,3759713
695093,4071425
3495222,3601561
3839943,3994921
3752458,3657124
3782576,4033099
128665,2646079
44034,3456255
3621960,3672010
3723544,1771889
3634631,3603237
400,15525
663659,4132235
143,513636
2109739,3503773
5420,413923
3703627,325074
3810552,3885692
76162,608771
3810552,3663752
3557359,3608157
3503773,3676711
3528381,1872595
3518653,3477243
3814769,3682916
4029887,2090095
3693743,3527465
3653587,3568373
3672096,727552
4147765,193745
592540,1384849
3702862,3554082
3698651,3897057
3768662,3704302
2215471,1098357
996300,721416
3879516,3852057
3669292,926557
3597305,3970385
3465181,1643902
181201,888325
1688472,3520385
1384451,3517393
3629846,3813299
27,3954245
592540,3475670
3804671,3602101
2109739,1068167
601281,3839575
393756,27122
3932672,3912296
3910648,3936854
1385472,1415568
4117409,4115035
3589245,3757213
3526345,3521302
1729605,275499
242539,245600
1378524,1195854
3763573,3888367
821176,3486529
3524189,3601880
3694418,3510627
3597305,3677387
3801571,2159232
234534,474385
3995603,3895299
3693743,3470324
3639609,3718935
505402,196652
862869,3691187
3634651,3686637
3511002,3646773
3669542,3805969
3693743,1021901
592540,3826079
592540,674001
3884528,3819131
528421,1439647
909715,345
3518653,3651373
3489125,3557883
3460671,3459421
3565427,3487954
3517618,3597802
3503773,3677112
3552129,3525824
3486556,3731456
3693743,847146
191942,3729867
3839402,3687753
4166540,4187937
3883975,3821949
3728216,4038276
3658082,3679181
2222600,151379
3463517,3640272
613533,76519
3509365,3907813
3693743,1216259
3611047,3552535
3513174,15525
1381934,35
3693743,3588098
861818,325772
581663,3552074
175243,1612399
