messages_author_id,threads_author_id
3502433,3597528
3787144,3909157
3819901,3746958
531158,3470537
3457084,3782811
3774137,3464581
210803,2054047
601281,3570386
4147765,1000904
3505363,379017
4066324,2281187
3503773,4188452
2230675,3524961
934753,3515633
3525422,3564083
3873949,3865032
163753,141773
3470461,3447477
3607902,3787247
2711777,3515728
3657363,3803247
3957203,3999501
3941619,3771671
175443,3910783
881880,3500985
215641,3499858
5326,3969159
3553444,3454016
3693743,1448871
3782261,3476084
592540,3941354
1085765,4117129
3679119,3680232
3929,1871581
3664362,3683547
681099,3662968
1416705,3449044
83766,559273
3450556,391007
751647,3508361
666874,3481349
3511756,2078162
35,431453
3483473,3313266
3945025,3956019
2109739,3663819
3620440,3692212
3872894,3508041
279,4147765
3617684,3616084
3834108,3939115
3755115,3454069
4117409,3666803
3923574,4071230
2120732,3475899
3552437,3684217
3722258,3923467
3175796,3950596
3468162,3474489
592540,2963283
961986,3495074
3524948,3475375
3552488,3571252
2345488,3971977
3461550,1021901
3714382,3524258
1866982,3682185
3758949,3282530
3460671,3525744
4115804,4047958
4035969,3939563
3562139,3754482
4038251,4123552
41527,3492993
3737357,18416
3463921,2078162
547795,3571614
4011550,3861509
2495371,3471974
131125,1928875
3842598,3888873
1058952,3552104
881880,3931775
3693743,3445733
143,1032860
296764,1893227
23472,3577500
1329202,3450475
3693743,3481104
3605701,3522913
1863330,2370430
3637961,3460807
3663368,304451
547795,3759846
3741709,4035400
3950252,3611189
3885428,710995
2406,2276155
4162057,4144705
1192728,3775828
3840539,4003222
3511087,895530
3495114,3516348
3495731,1242853
1902089,1854357
3606481,3565246
3590108,3592694
3583224,3608157
3515872,3694430
3629846,3614506
3652073,3313266
3498436,728329
4066510,3955589
3583224,3695532
2109739,3605069
4925,3501664
3489750,3681851
3568453,3897254
3583224,136613
315752,1869591
362790,303199
3820311,3470324
482,398
3596948,3525383
3795943,3944199
3447208,3494577
581663,3576327
3486903,3595566
3693743,1666546
3693743,1977360
3852876,3944606
3597835,3630264
3651429,3506961
3460671,3720276
1747485,3558269
751647,3451448
258691,3669360
3476082,1559033
1140,1724565
4054555,1173017
388615,1788098
1870720,1257194
309016,3445619
3457026,1743815
259654,1494468
4193801,3999481
3693743,3457244
3301691,3503773
3576288,926557
3789734,3859691
3569103,3447354
2038675,3762697
3591952,3970287
3589647,3553956
3693743,3491038
3641310,3557000
2113622,460244
3511593,3497454
1520442,3803519
3722115,3996283
3460671,3510478
1390501,3928737
3744249,3768607
3478398,736353
3401827,1131134
279458,3657126
2495371,3493453
3450599,904334
163753,450960
3473832,3484009
3460067,2699081
4024830,3792701
3768607,4
497485,3722614
3768607,2542695
592540,3569359
3450306,3465723
3598726,3261461
344223,3522887
2434666,1548956
3457182,3462889
3666893,3666959
3603887,3833541
543,4163330
748646,1239786
3652073,1233
4035969,3490753
2069341,3128531
140357,3458513
3492476,1214278
3663583,3459421
4015145,4058963
3745081,3615079
3583224,3465923
2115455,3450619
2109739,3558504
306588,2188425
3929,1944861
3883282,3813058
9151,2345840
1604886,2695607
3934586,3733946
3702570,3774338
2146656,3568373
1459934,3450067
614977,3365219
3600522,4047342
547795,3554991
2454417,2848216
3589245,3757213
3795943,3811079
3641389,10384
3492056,3451619
607298,3924234
3947737,3975754
785243,3644689
3624148,3633229
143,3364067
163753,841548
3507196,4046367
3489750,3638474
2671636,1142204
143,557425
3693743,3552857
3796797,3756255
3449278,2721136
3839883,3852772
3653387,3626149
1459934,2316216
1398635,3643806
3465181,3789263
3768607,1871581
143,1939574
337106,1322129
3693743,3457502
547795,807884
3693743,3569472
3822525,3818712
1459934,3470644
3554910,3595031
821176,3470258
3610720,1346372
632352,3499361
3841312,3643225
12518,4180444
695093,1052489
598547,3476907
3961387,4005352
5326,3920876
405639,3906392
739822,462450
3463207,3453421
4004759,3857200
3502224,3489274
516485,3568373
3809129,4124218
3512990,3453806
3693743,168979
3554448,838779
531158,3929
3447067,3447745
4103149,141773
390775,256388
3483290,2483029
612451,2140067
3519797,3667216
1357,858758
1046998,3652775
321346,3999669
215641,1005333
2140737,1988440
3620289,3638145
3634141,3995026
3783817,3809264
1726374,3477054
351991,496768
3737339,3938334
4035969,3504138
3577438,3525423
4925,16379
3503773,3583370
3793714,3630335
4007629,2720801
238251,481984
1459934,3803138
3747303,3897239
183511,1520644
3693743,3561056
3528926,3778502
571348,3446147
2762097,3764534
1870922,2273809
2442408,3585716
3938005,3743296
3477757,3820914
3368,3492015
3603148,1645844
3460671,3449933
3662403,3681423
3918756,3904988
139217,1815348
3893317,3676395
4014127,3814465
3511002,1176472
3503773,4202061
296300,3564585
4121097,3775070
938400,3885977
3607749,4056956
3819475,3567256
3759232,3708137
592540,3653796
803607,3806752
3471694,3571482
4146030,3588049
2537066,3585789
3522624,3554234
3910260,3796449
3453110,513636
3835475,4172386
247818,3626543
2170442,1488560
3672096,3814048
1458501,3492879
1390501,3467239
3796820,3704951
3694575,385807
3929,1092331
1898039,2278977
3771756,3696545
4925,785712
134535,605974
2963567,619007
3669967,3496108
3557359,3865867
3867748,971166
106411,3387135
877167,2996865
3526215,3603177
267389,3762324
3517012,3640711
538390,3785569
4925,3520824
3787515,3566846
3929,3629650
1966046,731375
3449340,3176798
3819901,3525522
5326,3973969
3587460,3577182
528421,3866581
4054413,3649991
3503773,3669561
3737342,114427
3841955,3818714
719991,847146
592540,3558256
3669313,1343788
1390501,1494938
3633881,3674839
3693743,2282790
3702431,3704989
3881446,3743062
3594699,3776802
3606318,3613034
305298,3693743
2375722,3467084
3795259,4061489
3810552,3900100
64050,3915584
3557359,3628331
3515182,3645664
3818203,3752892
4030855,4158042
3919033,3902051
2484270,3736181
3509365,3682268
3961387,3972821
3693743,3515580
2294344,2215471
3565427,3512055
2406,256388
3507196,3755572
3670343,3694097
4046246,4122364
3598124,3378451
614977,3364067
5420,3693743
1498759,3805810
925697,785243
217626,3479374
1458501,3133654
3607810,3827697
3756552,3805560
3453465,3790495
3945427,3712417
625,296
3822525,4209467
3484167,3789822
2963567,3518970
3597305,3980359
3904562,3585987
4206843,379017
1815348,1335658
3847775,3806988
3497685,2963567
2110106,2994673
1258059,256388
3638290,3756314
3663725,3513450
3511002,3514835
835642,390247
3523316,3737888
3553444,1944155
3715089,3870545
4925,3508986
279458,3526887
1973093,812652
2109739,363270
3563011,3905695
3693743,145328
1702948,666933
3559473,3704501
3655618,3510490
3462043,3658301
3503773,3579113
3553824,3241
482667,3528381
3947189,3585657
3664362,3630215
3663790,3658763
3523866,4146298
144102,3707245
2442408,3649659
3459138,3486376
3508036,3561010
4025029,3655200
4034885,1394429
3794444,3749917
2375305,2380592
4143811,3740330
3448109,14995
3826880,3848835
3935224,4034140
872459,3479796
3527383,3555806
3894524,3690311
50850,3496759
3693743,3484027
135035,6942
3708589,3609838
684788,2869414
4110180,3656897
3776643,3641415
3906728,3241
4160046,3789904
3882517,3884046
3462652,3665489
691806,1880105
803607,94755
3719033,4001735
599299,646437
3455302,1131281
3677174,3910550
516485,3517276
3643938,2380592
3460671,147457
3760466,3891402
3731532,3653711
3607416,3631165
163990,753597
3881053,3851581
2308890,1288482
3552129,3577281
3587439,3554631
881880,3639634
3602650,3513558
3462770,3529067
548542,807884
4925,215653
3708779,3667722
3609014,3601490
3693743,3468906
1735841,1906017
3555797,3740191
1502627,3637543
3748671,3781196
4000610,3916241
3693484,4007358
4146761,3514485
12518,3686109
3715142,4198488
3523861,3497441
1251787,3476094
745101,1188885
3455626,3677112
328348,871903
3456566,3688186
3810543,3811217
5420,535918
4130339,3589413
3610720,3447626
351571,1906006
363011,3628869
3834141,3804812
1529412,316681
3476082,3646608
3842542,3844248
3740700,3597886
3465181,3495204
2203691,1799414
3810552,3827618
2232633,2258305
2270268,611422
139217,2103096
2203691,2190462
3783301,3916455
2762097,3556374
3961387,3712393
1748103,3991322
4167386,3835781
1910744,3523346
3983675,4011312
3557359,3841254
789,3587447
774600,2430234
3767682,3778198
498087,3508103
304108,1833328
1788098,3799283
3929,3741317
41527,3745451
3748671,3843797
3447043,3449439
538390,3588244
3495996,3895207
3693743,3475157
3795943,4060925
400311,300772
592540,3707435
928117,3554744
3449340,3472835
133960,1030213
3693934,3970861
1475290,329434
209060,3516629
803607,94755
489785,3610639
1465747,3473771
3799556,3847340
3500698,1139205
3568592,3575816
3319790,3478838
531158,2271172
861552,170819
3961387,4061423
4147765,3484889
3737342,925697
210620,10405
3795259,3875861
1769814,3483935
183511,732116
4064104,3680434
3588548,3746441
491844,384733
3692050,3573504
1661046,1664492
1156839,996829
3810552,4150999
4136603,3790220
3592806,3754966
2515725,2281253
3489750,3662202
3730865,3504108
3562139,4009595
1057,9151
3945427,3814428
3842598,4178135
3557359,3712025
4024319,3571103
3832159,3920642
3823759,3639634
3561865,3930958
1979898,3593450
4106928,4090140
4033185,4021268
2390076,3595492
4151275,3965884
3553849,2806730
280672,3458299
3487336,3516290
1975416,3380121
1902089,1241466
2016074,3449439
3798023,3785999
3500698,341881
1747485,107142
940614,3485661
3679517,4047623
2615012,3643112
4024319,3568985
585,2393597
184065,3528144
3512996,3632111
3760466,3596121
772596,481984
3476556,3646379
3727836,3841671
3683435,3648955
4042290,3983038
2264664,3465949
2264664,3465949
3610245,3460732
3821002,3706988
3575320,3939239
4024830,3681904
1661046,1005333
1267616,3645880
3854567,3888873
3869333,3662279
1270409,164673
3557301,3454170
190681,3273629
2809909,1857684
1057,63383
433398,3465404
3904470,3761312
1396466,3477054
3619329,2950127
4135081,2391943
3465181,3843178
2290354,2403413
3480665,3509448
3521873,3859726
2189477,3745279
3579976,3866009
1251787,2361369
3664589,870992
3689761,3568082
217,1663704
1384451,3462458
1396328,2361280
3768607,3727162
3637720,3737388
927726,3714763
3560019,3510569
183511,617795
425128,4066996
3516159,3496285
3628826,3856479
3459138,3449714
2342813,2361369
2495371,3995026
4078204,3824128
333015,587841
1475290,576229
3668457,3585884
3528554,3465675
3678523,3511753
4092093,4201478
3526738,3710814
1910744,3481442
3460135,1658614
3601000,3462043
3642145,3767178
3770477,3864845
1515072,3693393
2146656,3456319
3502113,3814266
3465181,3501159
2498548,2087321
2353102,2362242
1216293,2509217
751647,3446178
701187,3474942
3938460,3920633
1056682,130770
3729415,3709772
3494503,3558997
3894205,3513485
1729605,3847111
11863,653026
3561565,3682300
4,3930958
3440230,3577418
2501727,3553469
3654379,1062739
3515393,1102854
1125039,3510569
516485,3573394
3693743,1835350
719053,1080928
4130339,3559426
3931141,4136069
397656,757425
3820241,3773044
64050,4174890
1459934,273064
3730453,4061393
1132822,1871143
2263424,2157819
1144562,1172610
3837774,3563817
1748103,1096891
3460908,3519068
3563817,3525484
592540,3529218
253521,3944785
1677932,1906489
238878,423515
908983,2449459
893051,3338707
3638797,3642022
64050,3604859
2266384,4121887
2495371,3570644
3613633,222014
3864011,11125
17660,2035764
3125243,3477533
3557359,3776802
1831808,3589847
2345488,3785177
4066324,838777
1891675,3461674
3713327,3483784
3501447,3462777
299,14913
296300,1102854
4147765,116
3931853,3625597
3768607,3173665
1057,1362
3495996,3944535
3614103,3843694
745314,1587047
2110106,1529412
3693743,3736083
881880,481984
4024830,3802742
3643689,4155678
2495371,3995026
400,3453540
267389,149083
3901454,3920014
4127014,1331015
3797145,3774266
12518,3827823
3737342,3341150
4126985,3779981
745314,1376317
3693743,3485476
13514,3486493
9151,253479
1190321,423509
3955008,1870922
574070,3596912
3664002,3646932
3598021,3735176
3934586,3932704
348319,3702418
3808442,3857200
3766712,674548
3758410,3903411
4925,3576491
12518,3748709
3874248,3867420
2939329,3472901
3931939,3760901
3460671,3695359
1898039,3509970
4130357,3802742
3702862,3905164
3803095,3803517
3644432,3511294
3301691,1502213
3978115,3577724
3503773,3567115
3607810,405459
3856045,3577571
3461918,3451266
4147765,3497652
163753,1376317
3472005,3504011
592540,3699297
9403,3523849
1151725,4090569
3477916,2619008
3557463,3663907
3693743,45336
388615,509333
3511622,2901720
4925,3486376
632352,3501505
3503773,2779445
595970,1185378
3614850,3599533
2207595,3979695
3894524,3844190
895488,3646878
3503443,3657019
3496719,449453
727570,3969282
1300343,1588192
3825792,4183699
925697,4029887
3456566,3707450
1180027,2281187
499724,3701518
3453470,3516023
298498,176005
3827779,3665845
3460517,443670
3460067,801119
427380,1957929
4167338,4195928
2809909,983891
3912919,3893082
3616262,3611642
1257194,1195309
3562121,3568841
3693743,2626994
3516430,3991424
1057,3511297
4925,3513883
614977,3593377
3480322,3475734
